Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
3,7,2014-03-30,0,0,0,0,0,0
3,1,2014-03-31,13588,1161,1,1,0,0
3,2,2014-04-01,6800,804,1,1,0,0
3,3,2014-04-02,7481,791,1,1,0,0
3,4,2014-04-03,7477,838,1,1,0,0
3,5,2014-04-04,7562,827,1,1,0,0
3,6,2014-04-05,3904,434,1,0,0,0
3,7,2014-04-06,0,0,0,0,0,0
3,1,2014-04-07,5121,671,1,0,0,0
3,2,2014-04-08,5218,628,1,0,0,0
3,3,2014-04-09,5389,655,1,0,0,0
3,4,2014-04-10,5683,700,1,0,0,0
3,5,2014-04-11,6169,696,1,0,0,0
3,6,2014-04-12,3795,430,1,0,0,0
3,7,2014-04-13,0,0,0,0,0,0
3,1,2014-04-14,10103,930,1,1,0,1
3,2,2014-04-15,10021,951,1,1,0,1
3,3,2014-04-16,9311,954,1,1,0,1
3,4,2014-04-17,8309,946,1,1,0,1
3,5,2014-04-18,0,0,0,1,b,1
3,6,2014-04-19,5794,690,1,0,0,0
3,7,2014-04-20,0,0,0,0,0,0
3,1,2014-04-21,0,0,0,0,b,1
3,2,2014-04-22,6172,782,1,0,0,1
3,3,2014-04-23,5561,684,1,0,0,1
3,4,2014-04-24,5389,684,1,0,0,1
3,5,2014-04-25,5241,673,1,0,0,1
3,6,2014-04-26,3906,443,1,0,0,0
3,7,2014-04-27,0,0,0,0,0,0
3,1,2014-04-28,9500,934,1,1,0,0
3,2,2014-04-29,8455,874,1,1,0,0
3,3,2014-04-30,10482,1015,1,1,0,0
3,4,2014-05-01,0,0,0,1,a,0
3,5,2014-05-02,10994,1066,1,1,0,0
3,6,2014-05-03,4950,557,1,0,0,0
3,7,2014-05-04,0,0,0,0,0,0
3,1,2014-05-05,9327,926,1,1,0,0
3,2,2014-05-06,8925,891,1,1,0,0
3,3,2014-05-07,8435,855,1,1,0,0
3,4,2014-05-08,7396,796,1,1,0,0
3,5,2014-05-09,7499,802,1,1,0,0
3,6,2014-05-10,5868,720,1,0,0,0
3,7,2014-05-11,0,0,0,0,0,0
3,1,2014-05-12,4367,594,1,0,0,0
3,2,2014-05-13,6174,720,1,0,0,0
3,3,2014-05-14,5142,668,1,0,0,0
3,4,2014-05-15,5190,672,1,0,0,0
3,5,2014-05-16,5744,711,1,0,0,0
3,6,2014-05-17,3485,444,1,0,0,0
3,7,2014-05-18,0,0,0,0,0,0
3,1,2014-05-19,9011,902,1,1,0,0
3,2,2014-05-20,7828,869,1,1,0,0
3,3,2014-05-21,7139,769,1,1,0,0
3,4,2014-05-22,6899,753,1,1,0,0
3,5,2014-05-23,6619,710,1,1,0,0
3,6,2014-05-24,4236,470,1,0,0,0
3,7,2014-05-25,0,0,0,0,0,0
3,1,2014-05-26,5458,702,1,0,0,0
3,2,2014-05-27,4651,587,1,0,0,0
3,3,2014-05-28,4925,619,1,0,0,0
3,4,2014-05-29,0,0,0,0,a,0
3,5,2014-05-30,8510,965,1,0,0,0
3,6,2014-05-31,4725,514,1,0,0,0
3,7,2014-06-01,0,0,0,0,0,0
3,1,2014-06-02,10912,1011,1,1,0,0
3,2,2014-06-03,9614,919,1,1,0,0
3,3,2014-06-04,7768,812,1,1,0,0
3,4,2014-06-05,8018,817,1,1,0,0
3,5,2014-06-06,8015,818,1,1,0,0
3,6,2014-06-07,4903,571,1,0,0,0
3,7,2014-06-08,0,0,0,0,0,0
3,1,2014-06-09,0,0,0,0,a,0
3,2,2014-06-10,5831,731,1,0,0,1
3,3,2014-06-11,5947,684,1,0,0,0
3,4,2014-06-12,6889,782,1,0,0,0
3,5,2014-06-13,6343,727,1,0,0,0
3,6,2014-06-14,4517,475,1,0,0,0
3,7,2014-06-15,0,0,0,0,0,0
3,1,2014-06-16,10299,920,1,1,0,0
3,2,2014-06-17,10249,977,1,1,0,0
3,3,2014-06-18,9218,879,1,1,0,0
3,4,2014-06-19,0,0,0,1,a,0
3,5,2014-06-20,9752,962,1,1,0,0
3,6,2014-06-21,4208,469,1,0,0,0
3,7,2014-06-22,0,0,0,0,0,0
3,1,2014-06-23,5182,683,1,0,0,0
3,2,2014-06-24,5599,660,1,0,0,0
3,3,2014-06-25,5618,705,1,0,0,0
3,4,2014-06-26,5766,662,1,0,0,0
3,5,2014-06-27,5162,623,1,0,0,0
3,6,2014-06-28,5802,635,1,0,0,0
3,7,2014-06-29,0,0,0,0,0,0
3,1,2014-06-30,15689,1193,1,1,0,0
3,2,2014-07-01,8373,866,1,1,0,0
3,3,2014-07-02,8646,874,1,1,0,0
3,4,2014-07-03,8883,920,1,1,0,0
3,5,2014-07-04,7585,812,1,1,0,0
3,6,2014-07-05,4763,529,1,0,0,0
3,7,2014-07-06,0,0,0,0,0,0
3,1,2014-07-07,6884,784,1,0,0,1
3,2,2014-07-08,5039,609,1,0,0,1
3,3,2014-07-09,5006,571,1,0,0,1
3,4,2014-07-10,6701,704,1,0,0,1
3,5,2014-07-11,6441,715,1,0,0,1
3,6,2014-07-12,4098,435,1,0,0,0
3,7,2014-07-13,0,0,0,0,0,0
3,1,2014-07-14,8761,831,1,1,0,1
3,2,2014-07-15,9153,864,1,1,0,1
3,3,2014-07-16,8036,833,1,1,0,1
3,4,2014-07-17,7874,808,1,1,0,1
3,5,2014-07-18,6751,704,1,1,0,1
3,6,2014-07-19,3251,394,1,0,0,0
3,7,2014-07-20,0,0,0,0,0,0
3,1,2014-07-21,5884,652,1,0,0,1
3,2,2014-07-22,6267,675,1,0,0,1
3,3,2014-07-23,5553,643,1,0,0,1
3,4,2014-07-24,5139,603,1,0,0,1
3,5,2014-07-25,4346,562,1,0,0,1
3,6,2014-07-26,4132,449,1,0,0,0
3,7,2014-07-27,0,0,0,0,0,0
3,1,2014-07-28,8778,787,1,1,0,1
3,2,2014-07-29,7497,740,1,1,0,1
3,3,2014-07-30,8399,809,1,1,0,1
3,4,2014-07-31,8891,877,1,1,0,1
3,5,2014-08-01,7893,787,1,1,0,1
3,6,2014-08-02,4157,466,1,0,0,0
3,7,2014-08-03,0,0,0,0,0,0
3,1,2014-08-04,9055,891,1,1,0,1
3,2,2014-08-05,8714,868,1,1,0,1
3,3,2014-08-06,7499,798,1,1,0,1
3,4,2014-08-07,8010,827,1,1,0,1
3,5,2014-08-08,6763,760,1,1,0,1
3,6,2014-08-09,3131,408,1,0,0,0
3,7,2014-08-10,0,0,0,0,0,0
3,1,2014-08-11,6114,757,1,0,0,1
3,2,2014-08-12,5431,696,1,0,0,1
3,3,2014-08-13,6051,753,1,0,0,1
3,4,2014-08-14,5668,702,1,0,0,1
3,5,2014-08-15,5156,677,1,0,0,1
3,6,2014-08-16,3216,404,1,0,0,0
3,7,2014-08-17,0,0,0,0,0,0
3,1,2014-08-18,9258,888,1,1,0,1
3,2,2014-08-19,8854,884,1,1,0,1
3,3,2014-08-20,7661,839,1,1,0,0
3,4,2014-08-21,6933,768,1,1,0,0
3,5,2014-08-22,6610,752,1,1,0,0
3,6,2014-08-23,3698,457,1,0,0,0
3,7,2014-08-24,0,0,0,0,0,0
3,1,2014-08-25,5393,703,1,0,0,0
3,2,2014-08-26,5666,690,1,0,0,0
3,3,2014-08-27,5055,658,1,0,0,0
3,4,2014-08-28,5452,714,1,0,0,0
3,5,2014-08-29,6889,750,1,0,0,0
3,6,2014-08-30,4322,475,1,0,0,0
3,7,2014-08-31,0,0,0,0,0,0
3,1,2014-09-01,10679,962,1,1,0,0
3,2,2014-09-02,8989,863,1,1,0,0
3,3,2014-09-03,8659,843,1,1,0,0
3,4,2014-09-04,7659,796,1,1,0,0
3,5,2014-09-05,6564,686,1,1,0,0
3,6,2014-09-06,3562,439,1,0,0,0
3,7,2014-09-07,0,0,0,0,0,0
3,1,2014-09-08,6061,714,1,0,0,0
3,2,2014-09-09,5978,732,1,0,0,0
3,3,2014-09-10,5164,659,1,0,0,0
3,4,2014-09-11,5389,724,1,0,0,0
3,5,2014-09-12,5665,705,1,0,0,0
3,6,2014-09-13,3737,439,1,0,0,0
3,7,2014-09-14,0,0,0,0,0,0
3,1,2014-09-15,10098,977,1,1,0,0
3,2,2014-09-16,8607,879,1,1,0,0
3,3,2014-09-17,8034,795,1,1,0,0
3,4,2014-09-18,7563,775,1,1,0,0
3,5,2014-09-19,7729,803,1,1,0,0
3,6,2014-09-20,3574,398,1,0,0,0
3,7,2014-09-21,0,0,0,0,0,0
3,1,2014-09-22,4658,583,1,0,0,0
3,2,2014-09-23,5026,696,1,0,0,0
3,3,2014-09-24,4620,636,1,0,0,0
3,4,2014-09-25,4575,628,1,0,0,0
3,5,2014-09-26,4853,658,1,0,0,0
3,6,2014-09-27,3846,431,1,0,0,0
3,7,2014-09-28,0,0,0,0,0,0
3,1,2014-09-29,10066,960,1,1,0,0
3,2,2014-09-30,12260,1084,1,1,0,0
3,3,2014-10-01,8331,851,1,1,0,0
3,4,2014-10-02,8565,937,1,1,0,0
3,5,2014-10-03,0,0,0,1,a,0
3,6,2014-10-04,5420,622,1,0,0,0
3,7,2014-10-05,0,0,0,0,0,0
3,1,2014-10-06,10598,982,1,1,0,1
3,2,2014-10-07,7699,742,1,1,0,1
3,3,2014-10-08,8472,842,1,1,0,1
3,4,2014-10-09,7206,759,1,1,0,1
3,5,2014-10-10,7448,802,1,1,0,1
3,6,2014-10-11,3697,420,1,0,0,0
3,7,2014-10-12,0,0,0,0,0,0
3,1,2014-10-13,5035,673,1,0,0,1
3,2,2014-10-14,5114,694,1,0,0,1
3,3,2014-10-15,5008,639,1,0,0,1
3,4,2014-10-16,5271,652,1,0,0,1
3,5,2014-10-17,5485,656,1,0,0,1
3,6,2014-10-18,3367,424,1,0,0,0
3,7,2014-10-19,0,0,0,0,0,0
3,1,2014-10-20,8266,814,1,1,0,0
3,2,2014-10-21,6855,700,1,1,0,0
3,3,2014-10-22,7380,738,1,1,0,0
3,4,2014-10-23,7177,788,1,1,0,0
3,5,2014-10-24,6251,757,1,1,0,0
3,6,2014-10-25,3266,421,1,0,0,0
3,7,2014-10-26,0,0,0,0,0,0
3,1,2014-10-27,4848,684,1,0,0,0
3,2,2014-10-28,4745,636,1,0,0,0
3,3,2014-10-29,4716,597,1,0,0,0
3,4,2014-10-30,5357,711,1,0,0,0
3,5,2014-10-31,6788,823,1,0,0,0
3,6,2014-11-01,0,0,0,0,a,0
3,7,2014-11-02,0,0,0,0,0,0
3,1,2014-11-03,10855,1005,1,1,0,0
3,2,2014-11-04,9863,940,1,1,0,0
3,3,2014-11-05,9172,892,1,1,0,0
3,4,2014-11-06,8072,832,1,1,0,0
3,5,2014-11-07,8091,840,1,1,0,0
3,6,2014-11-08,4055,477,1,0,0,0
3,7,2014-11-09,0,0,0,0,0,0
3,1,2014-11-10,8533,831,1,1,0,0
3,2,2014-11-11,8708,879,1,1,0,0
3,3,2014-11-12,7839,809,1,1,0,0
3,4,2014-11-13,7560,800,1,1,0,0
3,5,2014-11-14,7836,778,1,1,0,0
3,6,2014-11-15,4397,515,1,0,0,0
3,7,2014-11-16,0,0,0,0,0,0
3,1,2014-11-17,5935,718,1,0,0,0
3,2,2014-11-18,5195,659,1,0,0,0
3,3,2014-11-19,5490,684,1,0,0,0
3,4,2014-11-20,6019,734,1,0,0,0
3,5,2014-11-21,5865,737,1,0,0,0
3,6,2014-11-22,3989,467,1,0,0,0
3,7,2014-11-23,0,0,0,0,0,0
3,1,2014-11-24,8886,855,1,1,0,0
3,2,2014-11-25,8577,875,1,1,0,0
3,3,2014-11-26,8397,837,1,1,0,0
3,4,2014-11-27,8508,896,1,1,0,0
3,5,2014-11-28,9700,953,1,1,0,0
3,6,2014-11-29,6702,723,1,0,0,0
3,7,2014-11-30,0,0,0,0,0,0
3,1,2014-12-01,10369,962,1,1,0,0
3,2,2014-12-02,9044,932,1,1,0,0
3,3,2014-12-03,9694,962,1,1,0,0
3,4,2014-12-04,8766,935,1,1,0,0
3,5,2014-12-05,10190,1096,1,1,0,0
3,6,2014-12-06,7669,947,1,0,0,0
3,7,2014-12-07,0,0,0,0,0,0
3,1,2014-12-08,5792,738,1,0,0,0
3,2,2014-12-09,6446,785,1,0,0,0
3,3,2014-12-10,5256,635,1,0,0,0
3,4,2014-12-11,6363,723,1,0,0,0
3,5,2014-12-12,5481,604,1,0,0,0
3,6,2014-12-13,6621,775,1,0,0,0
3,7,2014-12-14,0,0,0,0,0,0
3,1,2014-12-15,13472,1115,1,1,0,0
3,2,2014-12-16,13072,1204,1,1,0,0
3,3,2014-12-17,10510,917,1,1,0,0
3,4,2014-12-18,11617,1121,1,1,0,0
3,5,2014-12-19,9598,957,1,1,0,0
3,6,2014-12-20,8094,839,1,0,0,0
3,7,2014-12-21,0,0,0,0,0,0
3,1,2014-12-22,11282,1209,1,0,0,1
3,2,2014-12-23,12121,1352,1,0,0,1
3,3,2014-12-24,4310,582,1,0,0,1
3,4,2014-12-25,0,0,0,0,c,1
3,5,2014-12-26,0,0,0,0,c,1
3,6,2014-12-27,4825,569,1,0,0,0
3,7,2014-12-28,0,0,0,0,0,0
3,1,2014-12-29,8788,941,1,0,0,1
3,2,2014-12-30,8376,957,1,0,0,1
3,3,2014-12-31,3804,408,1,0,0,1
3,4,2015-01-01,0,0,0,0,a,1
3,5,2015-01-02,5523,698,1,0,0,1
3,6,2015-01-03,4299,507,1,0,0,0
3,7,2015-01-04,0,0,0,0,0,0
3,1,2015-01-05,10684,946,1,1,0,1
3,2,2015-01-06,8739,869,1,1,0,1
3,3,2015-01-07,7253,754,1,1,0,0
3,4,2015-01-08,6300,684,1,1,0,0
3,5,2015-01-09,7719,733,1,1,0,0
3,6,2015-01-10,3373,391,1,0,0,0
3,7,2015-01-11,0,0,0,0,0,0
3,1,2015-01-12,8209,814,1,1,0,0
3,2,2015-01-13,7464,717,1,1,0,0
3,3,2015-01-14,7417,746,1,1,0,0
3,4,2015-01-15,6578,721,1,1,0,0
3,5,2015-01-16,8497,865,1,1,0,0
3,6,2015-01-17,4610,492,1,0,0,0
3,7,2015-01-18,0,0,0,0,0,0
3,1,2015-01-19,5420,703,1,0,0,0
3,2,2015-01-20,4848,645,1,0,0,0
3,3,2015-01-21,5024,651,1,0,0,0
3,4,2015-01-22,4677,595,1,0,0,0
3,5,2015-01-23,5701,672,1,0,0,0
3,6,2015-01-24,3452,381,1,0,0,0
3,7,2015-01-25,0,0,0,0,0,0
3,1,2015-01-26,8055,765,1,1,0,0
3,2,2015-01-27,8292,893,1,1,0,0
3,3,2015-01-28,6883,722,1,1,0,0
3,4,2015-01-29,7485,738,1,1,0,0
3,5,2015-01-30,6911,678,1,1,0,0
3,6,2015-01-31,4382,484,1,0,0,0
3,7,2015-02-01,0,0,0,0,0,0
3,1,2015-02-02,9922,951,1,1,0,0
3,2,2015-02-03,8950,895,1,1,0,0
3,3,2015-02-04,8155,816,1,1,0,0
3,4,2015-02-05,7195,796,1,1,0,0
3,5,2015-02-06,7920,811,1,1,0,0
3,6,2015-02-07,4781,549,1,0,0,0
3,7,2015-02-08,0,0,0,0,0,0
3,1,2015-02-09,5027,643,1,0,0,0
3,2,2015-02-10,5333,685,1,0,0,0
3,3,2015-02-11,6116,710,1,0,0,0
3,4,2015-02-12,5179,666,1,0,0,0
3,5,2015-02-13,6018,765,1,0,0,0
3,6,2015-02-14,4221,498,1,0,0,0
3,7,2015-02-15,0,0,0,0,0,0
3,1,2015-02-16,9914,934,1,1,0,0
3,2,2015-02-17,7895,789,1,1,0,0
3,3,2015-02-18,7862,784,1,1,0,0
3,4,2015-02-19,7248,791,1,1,0,0
3,5,2015-02-20,7204,742,1,1,0,0
3,6,2015-02-21,3419,396,1,0,0,0
3,7,2015-02-22,0,0,0,0,0,0
3,1,2015-02-23,5354,645,1,0,0,0
3,2,2015-02-24,4982,669,1,0,0,0
3,3,2015-02-25,4650,629,1,0,0,0
3,4,2015-02-26,5978,719,1,0,0,0
3,5,2015-02-27,5640,693,1,0,0,0
3,6,2015-02-28,4574,482,1,0,0,0
3,7,2015-03-01,0,0,0,0,0,0
3,1,2015-03-02,10970,974,1,1,0,0
3,2,2015-03-03,8615,817,1,1,0,0
3,3,2015-03-04,7651,768,1,1,0,0
3,4,2015-03-05,7784,833,1,1,0,0
3,5,2015-03-06,8057,829,1,1,0,0
3,6,2015-03-07,4525,544,1,0,0,0
3,7,2015-03-08,0,0,0,0,0,0
3,1,2015-03-09,5430,673,1,0,0,0
3,2,2015-03-10,5223,677,1,0,0,0
3,3,2015-03-11,5302,651,1,0,0,0
3,4,2015-03-12,5725,693,1,0,0,0
3,5,2015-03-13,5831,688,1,0,0,0
3,6,2015-03-14,4189,464,1,0,0,0
3,7,2015-03-15,0,0,0,0,0,0
3,1,2015-03-16,8998,869,1,1,0,0
3,2,2015-03-17,8154,857,1,1,0,0
3,3,2015-03-18,8626,839,1,1,0,0
3,4,2015-03-19,6947,760,1,1,0,0
3,5,2015-03-20,6971,724,1,1,0,0
3,6,2015-03-21,3494,399,1,0,0,0
3,7,2015-03-22,0,0,0,0,0,0
3,1,2015-03-23,5400,668,1,0,0,0
3,2,2015-03-24,5256,670,1,0,0,0
3,3,2015-03-25,5538,679,1,0,0,0
3,4,2015-03-26,6105,695,1,0,0,0
3,5,2015-03-27,5216,625,1,0,0,0
3,6,2015-03-28,4247,464,1,0,0,0
3,7,2015-03-29,0,0,0,0,0,0
3,1,2015-03-30,11282,933,1,1,0,1
3,2,2015-03-31,11299,862,1,1,0,1
3,3,2015-04-01,8546,853,1,1,0,1
3,4,2015-04-02,8716,920,1,1,0,1
3,5,2015-04-03,0,0,0,1,b,1
3,6,2015-04-04,7123,778,1,0,0,0
3,7,2015-04-05,0,0,0,0,0,0
3,1,2015-04-06,0,0,0,0,b,1
3,2,2015-04-07,6830,814,1,0,0,1
3,3,2015-04-08,6253,722,1,0,0,1
3,4,2015-04-09,6185,753,1,0,0,1
3,5,2015-04-10,6343,716,1,0,0,1
3,6,2015-04-11,4008,432,1,0,0,0
3,7,2015-04-12,0,0,0,0,0,0
3,1,2015-04-13,9563,842,1,1,0,0
3,2,2015-04-14,9274,904,1,1,0,0
3,3,2015-04-15,8651,851,1,1,0,0
3,4,2015-04-16,8336,828,1,1,0,0
3,5,2015-04-17,7735,824,1,1,0,0
3,6,2015-04-18,3772,457,1,0,0,0
3,7,2015-04-19,0,0,0,0,0,0
3,1,2015-04-20,5238,661,1,0,0,0
3,2,2015-04-21,5756,678,1,0,0,0
3,3,2015-04-22,5875,685,1,0,0,0
3,4,2015-04-23,5570,677,1,0,0,0
3,5,2015-04-24,5376,658,1,0,0,0
3,6,2015-04-25,4373,473,1,0,0,0
3,7,2015-04-26,0,0,0,0,0,0
3,1,2015-04-27,9447,866,1,1,0,0
3,2,2015-04-28,8758,870,1,1,0,0
3,3,2015-04-29,9484,897,1,1,0,0
3,4,2015-04-30,9971,979,1,1,0,0
3,5,2015-05-01,0,0,0,1,a,0
3,6,2015-05-02,6564,674,1,0,0,0
3,7,2015-05-03,0,0,0,0,0,0
3,1,2015-05-04,9488,928,1,1,0,0
3,2,2015-05-05,8719,818,1,1,0,0
3,3,2015-05-06,9046,877,1,1,0,0
3,4,2015-05-07,7705,800,1,1,0,0
3,5,2015-05-08,9083,891,1,1,0,0
3,6,2015-05-09,6024,743,1,0,0,0
3,7,2015-05-10,0,0,0,0,0,0
3,1,2015-05-11,5797,714,1,0,0,0
3,2,2015-05-12,6043,707,1,0,0,0
3,3,2015-05-13,7003,772,1,0,0,0
3,4,2015-05-14,0,0,0,0,a,0
3,5,2015-05-15,7515,865,1,0,0,0
3,6,2015-05-16,4149,464,1,0,0,0
3,7,2015-05-17,0,0,0,0,0,0
3,1,2015-05-18,10040,919,1,1,0,0
3,2,2015-05-19,8728,871,1,1,0,0
3,3,2015-05-20,8226,798,1,1,0,0
3,4,2015-05-21,7682,776,1,1,0,0
3,5,2015-05-22,7349,769,1,1,0,0
3,6,2015-05-23,4613,485,1,0,0,0
3,7,2015-05-24,0,0,0,0,0,0
3,1,2015-05-25,0,0,0,0,a,0
3,2,2015-05-26,6443,738,1,0,0,1
3,3,2015-05-27,5589,644,1,0,0,0
3,4,2015-05-28,6475,677,1,0,0,0
3,5,2015-05-29,7421,793,1,0,0,0
3,6,2015-05-30,4542,458,1,0,0,0
3,7,2015-05-31,0,0,0,0,0,0
3,1,2015-06-01,11594,1012,1,1,0,0
3,2,2015-06-02,10455,978,1,1,0,0
3,3,2015-06-03,9590,918,1,1,0,0
3,4,2015-06-04,0,0,0,1,a,0
3,5,2015-06-05,9685,935,1,1,0,0
3,6,2015-06-06,4622,539,1,0,0,0
3,7,2015-06-07,0,0,0,0,0,0
3,1,2015-06-08,6567,766,1,0,0,0
3,2,2015-06-09,7127,772,1,0,0,0
3,3,2015-06-10,6440,719,1,0,0,0
3,4,2015-06-11,5656,699,1,0,0,0
3,5,2015-06-12,6181,681,1,0,0,0
3,6,2015-06-13,4687,492,1,0,0,0
3,7,2015-06-14,0,0,0,0,0,0
3,1,2015-06-15,10818,955,1,1,0,0
3,2,2015-06-16,9780,911,1,1,0,0
3,3,2015-06-17,8524,821,1,1,0,0
3,4,2015-06-18,7537,743,1,1,0,0
3,5,2015-06-19,8074,797,1,1,0,0
3,6,2015-06-20,3891,424,1,0,0,0
3,7,2015-06-21,0,0,0,0,0,0
3,1,2015-06-22,5840,638,1,0,0,0
3,2,2015-06-23,6757,779,1,0,0,0
3,3,2015-06-24,5448,633,1,0,0,0
3,4,2015-06-25,5763,693,1,0,0,0
3,5,2015-06-26,6222,698,1,0,0,0
3,6,2015-06-27,5156,641,1,0,0,0
3,7,2015-06-28,0,0,0,0,0,0
3,1,2015-06-29,10243,817,1,1,0,1
3,2,2015-06-30,13261,1072,1,1,0,1
3,3,2015-07-01,8311,772,1,1,0,1
3,4,2015-07-02,7450,701,1,1,0,1
3,5,2015-07-03,8149,742,1,1,0,1
3,6,2015-07-04,4482,456,1,0,0,0
3,7,2015-07-05,0,0,0,0,0,0
3,1,2015-07-06,6736,734,1,0,0,1
3,2,2015-07-07,6180,657,1,0,0,1
3,3,2015-07-08,6347,680,1,0,0,1
3,4,2015-07-09,6613,691,1,0,0,1
3,5,2015-07-10,6316,689,1,0,0,1
3,6,2015-07-11,4011,409,1,0,0,0
3,7,2015-07-12,0,0,0,0,0,0
3,1,2015-07-13,9462,812,1,1,0,1
3,2,2015-07-14,8625,769,1,1,0,1
3,3,2015-07-15,8663,865,1,1,0,1
3,4,2015-07-16,7909,812,1,1,0,1
3,5,2015-07-17,6679,673,1,1,0,1
3,6,2015-07-18,4258,417,1,0,0,0
3,7,2015-07-19,0,0,0,0,0,0
3,1,2015-07-20,5798,671,1,0,0,1
3,2,2015-07-21,5600,661,1,0,0,1
3,3,2015-07-22,5414,607,1,0,0,1
3,4,2015-07-23,5702,655,1,0,0,1
3,5,2015-07-24,5080,607,1,0,0,1
3,6,2015-07-25,3878,412,1,0,0,0
3,7,2015-07-26,0,0,0,0,0,0
3,1,2015-07-27,8107,768,1,1,0,1
3,2,2015-07-28,8864,818,1,1,0,1
3,3,2015-07-29,7610,716,1,1,0,1
3,4,2015-07-30,8977,823,1,1,0,1
3,5,2015-07-31,8314,821,1,1,0,1
85,2,2013-01-01,4220,619,1,0,a,1
85,3,2013-01-02,6069,914,1,0,0,1
85,4,2013-01-03,5246,820,1,0,0,1
85,5,2013-01-04,5339,805,1,0,0,1
85,6,2013-01-05,5774,772,1,0,0,0
85,7,2013-01-06,10509,1509,1,0,0,0
85,1,2013-01-07,8990,1119,1,1,0,0
85,2,2013-01-08,7300,914,1,1,0,0
85,3,2013-01-09,6523,891,1,1,0,0
85,4,2013-01-10,7434,946,1,1,0,0
85,5,2013-01-11,7132,994,1,1,0,0
85,6,2013-01-12,5198,716,1,0,0,0
85,7,2013-01-13,10584,1499,1,0,0,0
85,1,2013-01-14,5616,842,1,0,0,0
85,2,2013-01-15,5580,812,1,0,0,0
85,3,2013-01-16,5025,808,1,0,0,0
85,4,2013-01-17,4973,802,1,0,0,0
85,5,2013-01-18,5579,812,1,0,0,0
85,6,2013-01-19,5440,789,1,0,0,0
85,7,2013-01-20,11390,1536,1,0,0,0
85,1,2013-01-21,8065,1044,1,1,0,0
85,2,2013-01-22,6767,896,1,1,0,0
85,3,2013-01-23,7495,946,1,1,0,0
85,4,2013-01-24,6768,971,1,1,0,0
85,5,2013-01-25,6672,957,1,1,0,0
85,6,2013-01-26,6010,822,1,0,0,0
85,7,2013-01-27,7522,1049,1,0,0,0
85,1,2013-01-28,5284,832,1,0,0,0
85,2,2013-01-29,5100,756,1,0,0,0
85,3,2013-01-30,5050,764,1,0,0,0
85,4,2013-01-31,6358,874,1,0,0,0
85,5,2013-02-01,5967,859,1,0,0,0
85,6,2013-02-02,6180,830,1,0,0,0
85,7,2013-02-03,13302,1779,1,0,0,0
85,1,2013-02-04,8018,1066,1,1,0,1
85,2,2013-02-05,7305,984,1,1,0,1
85,3,2013-02-06,7125,962,1,1,0,1
85,4,2013-02-07,6621,930,1,1,0,1
85,5,2013-02-08,6251,900,1,1,0,1
85,6,2013-02-09,5802,759,1,0,0,0
85,7,2013-02-10,11899,1693,1,0,0,0
85,1,2013-02-11,5376,829,1,0,0,0
85,2,2013-02-12,5073,753,1,0,0,0
85,3,2013-02-13,5121,823,1,0,0,0
85,4,2013-02-14,5417,840,1,0,0,0
85,5,2013-02-15,5494,817,1,0,0,0
85,6,2013-02-16,5275,750,1,0,0,0
85,7,2013-02-17,11931,1590,1,0,0,0
85,1,2013-02-18,8467,1084,1,1,0,0
85,2,2013-02-19,7169,946,1,1,0,0
85,3,2013-02-20,7162,924,1,1,0,0
85,4,2013-02-21,6870,925,1,1,0,0
85,5,2013-02-22,7092,981,1,1,0,0
85,6,2013-02-23,5349,789,1,0,0,0
85,7,2013-02-24,10245,1494,1,0,0,0
85,1,2013-02-25,5187,812,1,0,0,0
85,2,2013-02-26,4786,775,1,0,0,0
85,3,2013-02-27,5374,818,1,0,0,0
85,4,2013-02-28,5970,900,1,0,0,0
85,5,2013-03-01,6052,914,1,0,0,0
85,6,2013-03-02,6374,864,1,0,0,0
85,7,2013-03-03,13081,1842,1,0,0,0
85,1,2013-03-04,8860,1116,1,1,0,0
85,2,2013-03-05,7592,1016,1,1,0,0
85,3,2013-03-06,7161,977,1,1,0,0
85,4,2013-03-07,6910,975,1,1,0,0
85,5,2013-03-08,6426,906,1,1,0,0
85,6,2013-03-09,5099,720,1,0,0,0
85,7,2013-03-10,10462,1512,1,0,0,0
85,1,2013-03-11,5518,866,1,0,0,0
85,2,2013-03-12,5326,835,1,0,0,0
85,3,2013-03-13,4816,785,1,0,0,0
85,4,2013-03-14,5073,792,1,0,0,0
85,5,2013-03-15,5869,881,1,0,0,0
85,6,2013-03-16,5641,809,1,0,0,0
85,7,2013-03-17,12923,1770,1,0,0,0
85,1,2013-03-18,8473,1097,1,1,0,0
85,2,2013-03-19,6945,946,1,1,0,0
85,3,2013-03-20,6704,983,1,1,0,0
85,4,2013-03-21,6341,888,1,1,0,0
85,5,2013-03-22,6623,982,1,1,0,0
85,6,2013-03-23,5759,852,1,0,0,0
85,7,2013-03-24,11431,1604,1,0,0,0
85,1,2013-03-25,8338,1172,1,1,0,1
85,2,2013-03-26,7629,1096,1,1,0,1
85,3,2013-03-27,7561,1113,1,1,0,1
85,4,2013-03-28,9112,1250,1,1,0,1
85,5,2013-03-29,13583,1836,1,1,b,1
85,6,2013-03-30,6928,1026,1,0,0,0
85,7,2013-03-31,8929,1315,1,0,0,0
85,1,2013-04-01,12129,1749,1,0,b,1
85,2,2013-04-02,6012,922,1,0,0,1
85,3,2013-04-03,5590,880,1,0,0,1
85,4,2013-04-04,5364,872,1,0,0,1
